Sender,Reciever,PopSender,BudgetSender,ExpRevSender,PopReciever,BudgetReciever,ExpRevReciever,Meat Type,Volume,Meat Price,Toxicity,Day Number,Trade Discount
Ecuador,Bulgaria,6094927,2198967,9003485,6524475,2896585,793941,Elephant,898.5651848698843,1432,9.255134362913491,1,0.5769842018399844
Ecuador,France,6094927,2198967,9003485,9277288,7500997,9520704,Komodo Dragon,6898.638027255439,521,5.975105506002393,1,0.9059692498519243
Ecuador,China,6094927,2198967,9003485,4573769,1317373,233674,Condor,545.0874702638027,1203,10.717142288453708,1,0.6479775785371591
Ecuador,Georgia,6094927,2198967,9003485,5079688,1312244,1596891,Komodo Dragon,8512.375181316314,521,5.975105506002393,1,0.8747287612725314
Ecuador,Zimbabwe,6094927,2198967,9003485,9493314,9598724,3975073,Crocodile,2356.828360144782,788,11.714165155365912,1,0.7705556629746371
Ecuador,Georgia,6094927,2198967,9003485,5079688,1312244,1596891,Crocodile,4104.602020897935,788,11.714165155365912,1,0.8747287612725314
Ecuador,Japan,6094927,2198967,9003485,9397450,3481763,1315120,Komodo Dragon,4772.885009492558,521,5.975105506002393,1,0.5663006450825795
Ecuador,Egypt,6094927,2198967,9003485,2294515,8580556,4573482,Crocodile,239.71067948171856,788,11.714165155365912,1,0.8046844410574261
Ecuador,Japan,6094927,2198967,9003485,9397450,3481763,1315120,Elephant,2520.4021595307186,1432,9.255134362913491,1,0.5663006450825795
Ecuador,China,6094927,2198967,9003485,4573769,1317373,233674,Elephant,100.80632176095064,1432,9.255134362913491,1,0.6479775785371591
Ecuador,Vietnam,6094927,2198967,9003485,1611994,637571,5197583,Human,1730.565744429815,658,11.327339404888622,2,0.8348561513960344
Ecuador,Zimbabwe,6094927,2198967,9003485,9493314,9598724,3975073,Panda,2461.7226928568043,1431,4.297132480270266,2,0.7705556629746371
Ecuador,Bulgaria,6094927,2198967,9003485,6524475,2896585,793941,Crocodile,1925.6097837733198,788,11.714165155365912,2,0.5769842018399844
Ecuador,Georgia,6094927,2198967,9003485,5079688,1312244,1596891,Condor,5923.780629127458,1203,10.717142288453708,2,0.8747287612725314
Ecuador,Canada,6094927,2198967,9003485,5183729,6082416,7308677,Human,671.5476386114652,658,11.327339404888622,2,0.7675602286515066
Ecuador,Canada,6094927,2198967,9003485,5183729,6082416,7308677,Elephant,476.97618841727825,1432,9.255134362913491,2,0.7675602286515066
Ecuador,Bulgaria,6094927,2198967,9003485,6524475,2896585,793941,Crocodile,1125.7942885197492,788,11.714165155365912,2,0.5769842018399844
Ecuador,Bulgaria,6094927,2198967,9003485,6524475,2896585,793941,Crocodile,1072.6943123789215,788,11.714165155365912,2,0.5769842018399844
Ecuador,Egypt,6094927,2198967,9003485,2294515,8580556,4573482,Condor,324.0171278751895,1203,10.717142288453708,2,0.8046844410574261
Ecuador,Canada,6094927,2198967,9003485,5183729,6082416,7308677,Komodo Dragon,1055.8746441691915,521,5.975105506002393,2,0.7675602286515066
Ecuador,Georgia,6094927,2198967,9003485,5079688,1312244,1596891,Human,2941.321060794526,658,11.327339404888622,3,0.8747287612725314
Ecuador,Vietnam,6094927,2198967,9003485,1611994,637571,5197583,Crocodile,6113.033921453868,788,11.714165155365912,3,0.8348561513960344
Ecuador,Zimbabwe,6094927,2198967,9003485,9493314,9598724,3975073,Elephant,890.2247842498904,1432,9.255134362913491,3,0.7705556629746371
Ecuador,Georgia,6094927,2198967,9003485,5079688,1312244,1596891,Condor,6230.4293918853,1203,10.717142288453708,3,0.8747287612725314
Ecuador,Vietnam,6094927,2198967,9003485,1611994,637571,5197583,Panda,5802.350797220627,1431,4.297132480270266,3,0.8348561513960344
Ecuador,France,6094927,2198967,9003485,9277288,7500997,9520704,Human,1377.1358887395065,658,11.327339404888622,3,0.9059692498519243
Ecuador,France,6094927,2198967,9003485,9277288,7500997,9520704,Human,1416.8854599673803,658,11.327339404888622,3,0.9059692498519243
Ecuador,Sweden,6094927,2198967,9003485,7675459,7653674,916040,Condor,8537.775419425583,1203,10.717142288453708,3,0.7176183595238914
Ecuador,Georgia,6094927,2198967,9003485,5079688,1312244,1596891,Panda,7238.487843044026,1431,4.297132480270266,3,0.8747287612725314
Ecuador,Canada,6094927,2198967,9003485,5183729,6082416,7308677,Elephant,748.2094642913928,1432,9.255134362913491,3,0.7675602286515066
Ecuador,Bulgaria,6094927,2198967,9003485,6524475,2896585,793941,Panda,2452.084471682238,1431,4.297132480270266,4,0.5769842018399844
Ecuador,Vietnam,6094927,2198967,9003485,1611994,637571,5197583,Human,1324.7264264810653,658,11.327339404888622,4,0.8348561513960344
Ecuador,Germany,6094927,2198967,9003485,4696866,9085626,7741364,Condor,7795.396442900977,1203,10.717142288453708,4,0.9735823491153263
Ecuador,Canada,6094927,2198967,9003485,5183729,6082416,7308677,Komodo Dragon,2227.907427259064,521,5.975105506002393,4,0.7675602286515066
