Sender,Reciever,PopSender,BudgetSender,ExpRevSender,PopReciever,BudgetReciever,ExpRevReciever,Meat Type,Volume,Meat Price,Toxicity,Day Number,Trade Discount
Sweden,Canada,7675459,7653674,916040,5183729,6082416,7308677,Komodo Dragon,7010.15737717492,521,5.975105506002393,1,0.8383777754059016
Sweden,Vietnam,7675459,7653674,916040,1611994,637571,5197583,Panda,9281.362227223255,1431,4.297132480270266,1,0.7749884141829784
Sweden,France,7675459,7653674,916040,9277288,7500997,9520704,Elephant,7442.946089811448,1432,9.255134362913491,1,0.6639681604343584
Sweden,Bulgaria,7675459,7653674,916040,6524475,2896585,793941,Elephant,3278.334500835634,1432,9.255134362913491,1,0.5136041116735811
Sweden,Iceland,7675459,7653674,916040,1536628,9754943,2188457,Crocodile,2416.4164872004317,788,11.714165155365912,1,0.5151172931191723
Sweden,Georgia,7675459,7653674,916040,5079688,1312244,1596891,Condor,29841.587336652006,1203,10.717142288453708,1,0.9066510928419669
Sweden,Germany,7675459,7653674,916040,4696866,9085626,7741364,Panda,25634.132258067442,1431,4.297132480270266,1,0.8844440149698651
Sweden,Iceland,7675459,7653674,916040,1536628,9754943,2188457,Panda,3692.966447772498,1431,4.297132480270266,1,0.5151172931191723
Sweden,Iceland,7675459,7653674,916040,1536628,9754943,2188457,Human,2675.6401012568454,658,11.327339404888622,1,0.5151172931191723
Sweden,Georgia,7675459,7653674,916040,5079688,1312244,1596891,Condor,18431.830162252925,1203,10.717142288453708,1,0.9066510928419669
Sweden,Georgia,7675459,7653674,916040,5079688,1312244,1596891,Komodo Dragon,36732.85259207758,521,5.975105506002393,2,0.9066510928419669
Sweden,Japan,7675459,7653674,916040,9397450,3481763,1315120,Human,5745.773780425266,658,11.327339404888622,2,0.8448347110077246
Sweden,Bulgaria,7675459,7653674,916040,6524475,2896585,793941,Human,2460.049238552734,658,11.327339404888622,2,0.5136041116735811
Sweden,Canada,7675459,7653674,916040,5183729,6082416,7308677,Elephant,1548.4247381357773,1432,9.255134362913491,2,0.8383777754059016
Sweden,Vietnam,7675459,7653674,916040,1611994,637571,5197583,Crocodile,10241.91456973829,788,11.714165155365912,2,0.7749884141829784
Sweden,France,7675459,7653674,916040,9277288,7500997,9520704,Panda,12845.96920802887,1431,4.297132480270266,2,0.6639681604343584
Sweden,Egypt,7675459,7653674,916040,2294515,8580556,4573482,Condor,657.7001355194749,1203,10.717142288453708,2,0.9716278138548056
Sweden,Iceland,7675459,7653674,916040,1536628,9754943,2188457,Elephant,1089.8848858141023,1432,9.255134362913491,2,0.5151172931191723
Sweden,Ecuador,7675459,7653674,916040,6094927,2198967,9003485,Elephant,3881.669308683155,1432,9.255134362913491,2,0.9393448048892084
Sweden,China,7675459,7653674,916040,4573769,1317373,233674,Panda,1525.9633806331042,1431,4.297132480270266,2,0.8693079688393437
Sweden,France,7675459,7653674,916040,9277288,7500997,9520704,Elephant,5927.9842936542445,1432,9.255134362913491,3,0.6639681604343584
Sweden,France,7675459,7653674,916040,9277288,7500997,9520704,Crocodile,12150.815701334686,788,11.714165155365912,3,0.6639681604343584
